,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,metric_used,method,year,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,valid_day_count,required_day_count,exceptional_data_count,null_observation_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,arithmetic_mean,standard_deviation,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_nonoverlap_value,first_max_n_o_datetime,second_max_nonoverlap_value,second_max_n_o_datetime,ninety_ninth_percentile,ninety_eighth_percentile,ninety_fifth_percentile,ninetieth_percentile,seventy_fifth_percentile,fiftieth_percentile,tenth_percentile,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
1221,06,077,1002,88101,3,37.950741,-121.268523,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Concurred Events Excluded,358,98.0,Y,358,366,0,0,,,Certified,14.14581,17.588632,130.7,2020-09-12 00:00,122.2,2020-09-11 00:00,101.2,2020-09-13 00:00,96.5,2020-09-14 00:00,,,,,96.5,80.6,39.2,30.6,17.4,8.0,2.8,Stockton-Hazelton,"HAZELTON-HD, STOCKTON",California,San Joaquin,Stockton,44700,"Stockton-Lodi, CA",2021-10-31
1230,06,077,1002,88101,4,37.950741,-121.268523,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Excluded,353,97.0,Y,356,366,0,0,,,Certified,14.152408,16.504875,129.5,2020-09-12 00:00,122.0,2020-09-11 00:00,99.3,2020-09-13 00:00,95.1,2020-09-14 00:00,,,,,95.1,65.4,38.9,30.1,18.1,8.3,3.3,Stockton-Hazelton,"HAZELTON-HD, STOCKTON",California,San Joaquin,Stockton,44700,"Stockton-Lodi, CA",2021-10-31
1236,06,077,1002,88101,4,37.950741,-121.268523,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Inclucded,356,97.0,Y,356,366,0,0,,,Certified,14.708427,17.517961,129.5,2020-09-12 00:00,122.0,2020-09-11 00:00,99.3,2020-09-13 00:00,95.1,2020-09-14 00:00,,,,,95.1,84.3,42.2,31.3,18.9,8.6,3.4,Stockton-Hazelton,"HAZELTON-HD, STOCKTON",California,San Joaquin,Stockton,44700,"Stockton-Lodi, CA",2021-10-31
1242,06,077,1002,88101,4,37.950741,-121.268523,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Concurred Events Excluded,356,97.0,Y,356,366,0,0,,,Certified,14.708427,17.517961,129.5,2020-09-12 00:00,122.0,2020-09-11 00:00,99.3,2020-09-13 00:00,95.1,2020-09-14 00:00,,,,,95.1,84.3,42.2,31.3,18.9,8.6,3.4,Stockton-Hazelton,"HAZELTON-HD, STOCKTON",California,San Joaquin,Stockton,44700,"Stockton-Lodi, CA",2021-10-31
1249,06,111,0007,88101,3,34.210169,-118.870509,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,362,99.0,Y,362,366,0,0,,,Certified,7.474586,5.875718,36.3,2020-10-05 00:00,34.5,2020-09-14 00:00,34.4,2020-10-03 00:00,31.7,2020-08-21 00:00,,,,,31.7,27.7,16.8,13.8,9.7,6.6,1.3,Thousand Oaks,"2323 Moorpark Road, Thousand Oaks, CA  91360",California,Ventura,Thousand Oaks,37100,"Oxnard-Thousand Oaks-Ventura, CA",2021-10-31
1255,06,057,1001,88101,1,39.32783,-120.184592,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,69,57.0,N,69,122,0,18,,,Certified,9.984058,15.256962,86.4,2020-08-22 00:00,70.9,2020-08-31 00:00,60.3,2020-09-30 00:00,41.8,2020-08-28 00:00,,,,,86.4,70.9,41.8,21.2,7.9,6.0,2.2,Truckee-Fire Station,"FS-10049 DONNER PASS RD, TRUCKEE",California,Nevada,Truckee,46020,"Truckee-Grass Valley, CA",2021-10-31
1264,06,099,0006,88101,3,37.488317,-120.836008,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Excluded,357,99.0,Y,361,366,0,0,,,Certified,14.688235,15.823259,118.5,2020-09-13 00:00,107.6,2020-09-11 00:00,99.8,2020-09-14 00:00,86.9,2020-10-02 00:00,,,,,86.9,67.7,40.7,30.2,18.3,9.5,3.5,Turlock," 900 S MINARET STREET, TURLOCK, CA",California,Stanislaus,Turlock,33700,"Modesto, CA",2021-10-31
1270,06,099,0006,88101,3,37.488317,-120.836008,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Inclucded,361,99.0,Y,361,366,0,0,,,Certified,15.635734,18.115631,118.5,2020-09-13 00:00,108.0,2020-08-20 00:00,107.6,2020-09-11 00:00,99.8,2020-09-14 00:00,,,,,99.8,86.9,45.5,32.1,18.5,9.8,3.8,Turlock," 900 S MINARET STREET, TURLOCK, CA",California,Stanislaus,Turlock,33700,"Modesto, CA",2021-10-31
1276,06,099,0006,88101,3,37.488317,-120.836008,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Concurred Events Excluded,361,99.0,Y,361,366,0,0,,,Certified,15.635734,18.115631,118.5,2020-09-13 00:00,108.0,2020-08-20 00:00,107.6,2020-09-11 00:00,99.8,2020-09-14 00:00,,,,,99.8,86.9,45.5,32.1,18.5,9.8,3.8,Turlock," 900 S MINARET STREET, TURLOCK, CA",California,Stanislaus,Turlock,33700,"Modesto, CA",2021-10-31
1283,06,045,0006,88101,3,39.15047,-123.20655,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,363,99.0,Y,363,366,0,0,,,Certified,10.353168,14.809606,117.7,2020-10-01 00:00,108.3,2020-08-28 00:00,98.1,2020-08-24 00:00,92.8,2020-09-29 00:00,,,,,92.8,62.2,37.6,17.3,9.7,6.0,2.5,Ukiah-Library,"105 N MAIN ST, UKIAH, CA 95482",California,Mendocino,Ukiah,46380,"Ukiah, CA",2021-10-31
1290,06,095,0004,88101,4,38.102507,-122.237976,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,358,98.0,Y,358,366,0,0,,,Certified,12.140503,14.692373,153.2,2020-09-11 00:00,104.9,2020-09-12 00:00,98.0,2020-09-10 00:00,97.9,2020-09-14 00:00,,,,,97.9,52.2,28.1,21.8,12.9,8.6,4.1,Vallejo,304 TUOLUMNE ST.,California,Solano,Vallejo,46700,"Vallejo-Fairfield, CA",2021-10-31
1297,06,095,0004,88101,3,38.102507,-122.237976,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,360,98.0,Y,360,366,0,0,,,Certified,12.091944,14.596494,152.7,2020-09-11 00:00,104.5,2020-09-12 00:00,98.3,2020-09-14 00:00,97.3,2020-09-10 00:00,,,,,97.3,52.0,27.6,22.0,13.1,8.7,4.0,Vallejo,304 TUOLUMNE ST.,California,Solano,Vallejo,46700,"Vallejo-Fairfield, CA",2021-10-31
1304,06,071,0306,88101,1,34.510961,-117.32554,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,360,98.0,Y,360,366,0,0,,,Certified,9.786944,6.343775,48.4,2020-09-08 00:00,46.0,2020-09-07 00:00,43.9,2020-08-20 00:00,40.6,2020-09-16 00:00,,,,,40.6,30.0,19.9,16.4,11.5,8.7,3.8,Victorville-Park Avenue,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31
1311,06,071,0306,88101,2,34.510961,-117.32554,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,353,96.0,Y,353,366,0,0,,,Certified,10.390652,6.277354,48.7,2020-09-07 00:00,47.9,2020-09-08 00:00,42.0,2020-08-20 00:00,40.5,2020-09-16 00:00,,,,,40.5,29.9,20.7,16.7,12.2,9.6,4.2,Victorville-Park Avenue,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31
1318,06,107,2002,88101,3,36.332179,-119.291228,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,22,6.0,N,22,366,0,0,,,Certified,24.818182,11.859882,44.7,2020-12-20 00:00,42.8,2020-12-10 00:00,41.8,2020-12-24 00:00,39.7,2020-12-21 00:00,,,,,44.7,44.7,42.8,41.8,33.1,24.5,9.5,Visalia-Church,"310 N CHURCH ST, VISALIA",California,Tulare,Visalia,47300,"Visalia-Porterville, CA",2021-10-31
1324,06,107,2002,88101,1,36.332179,-119.291228,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,105,83.0,N,101,122,0,10,,,Certified,19.940952,18.608619,127.1,2020-08-22 00:00,91.8,2020-09-15 00:00,83.4,2020-10-03 00:00,54.0,2020-08-25 00:00,,,,,91.8,83.4,44.3,39.5,26.0,14.2,6.6,Visalia-Church,"310 N CHURCH ST, VISALIA",California,Tulare,Visalia,47300,"Visalia-Porterville, CA",2021-10-31
1331,06,045,2002,88101,3,39.41174,-123.35264,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,366,100.0,Y,366,366,0,0,,,Certified,12.438525,31.413204,433.8,2020-09-09 00:00,289.1,2020-09-10 00:00,241.4,2020-09-08 00:00,97.6,2020-09-11 00:00,,,,,97.6,55.0,39.4,21.3,10.3,6.1,2.7,Willits-125 East Commercial Street,"WILLITS JUSTICE CENTER, 125 EAST COMMERCIAL STREET, WILLITS, CA 95490",California,Mendocino,Willits,46380,"Ukiah, CA",2021-10-31
1337,06,113,1003,88101,1,38.66121,-121.73269,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,44,72.0,N,44,61,0,12,,,Certified,14.672727,22.40209,134.0,2020-09-12 00:00,54.4,2020-09-30 00:00,54.1,2020-08-31 00:00,48.3,2020-08-25 00:00,,,,,134.0,134.0,54.1,29.1,12.1,8.3,2.3,Woodland-Gibson Road,"41929 E. GIBSON ROAD, WOODLAND",California,Yolo,Woodland,40900,"Sacramento--Roseville--Arden-Arcade, CA",2021-10-31
1344,06,093,2001,88101,3,41.726892,-122.633579,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,361,99.0,Y,361,366,0,0,,,Certified,10.945429,26.644146,309.2,2020-09-12 00:00,234.7,2020-09-13 00:00,178.6,2020-09-11 00:00,149.8,2020-09-14 00:00,,,,,149.8,84.7,40.7,16.9,9.3,4.8,1.2,Yreka,"530 FOOTHILL DR., YREKA",California,Siskiyou,Yreka,,,2021-10-31
1353,06,101,0003,88101,3,39.138773,-121.618549,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Excluded,229,71.0,N,261,366,0,0,,,Certified,11.405677,6.795517,34.3,2020-12-24 00:00,33.6,2020-09-01 00:00,30.0,2020-10-08 00:00,28.7,2020-12-20 00:00,,,,,30.0,28.0,24.1,21.1,13.6,8.6,,Yuba City,"773 ALMOND ST, YUBA CITY",California,Sutter,Yuba City,49700,"Yuba City, CA",2021-10-31
1359,06,101,0003,88101,3,39.138773,-121.618549,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Inclucded,261,71.0,N,261,366,0,0,,,Certified,19.222605,27.73676,252.9,2020-09-13 00:00,213.5,2020-09-12 00:00,131.2,2020-08-20 00:00,122.8,2020-09-11 00:00,,,,,131.2,103.2,70.4,39.6,20.1,11.0,4.5,Yuba City,"773 ALMOND ST, YUBA CITY",California,Sutter,Yuba City,49700,"Yuba City, CA",2021-10-31
1365,06,101,0003,88101,3,39.138773,-121.618549,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Concurred Events Excluded,261,71.0,N,261,366,0,0,,,Certified,19.222605,27.73676,252.9,2020-09-13 00:00,213.5,2020-09-12 00:00,131.2,2020-08-20 00:00,122.8,2020-09-11 00:00,,,,,131.2,103.2,70.4,39.6,20.1,11.0,4.5,Yuba City,"773 ALMOND ST, YUBA CITY",California,Sutter,Yuba City,49700,"Yuba City, CA",2021-10-31
1371,06,101,0003,88101,1,39.138773,-121.618549,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,89,24.0,N,89,366,0,9,,,Certified,9.152809,7.274412,33.1,2020-01-03 00:00,28.4,2020-01-01 00:00,28.1,2020-01-07 00:00,27.8,2020-01-20 00:00,,,,,33.1,28.4,26.9,19.1,12.0,6.6,2.4,Yuba City,"773 ALMOND ST, YUBA CITY",California,Sutter,Yuba City,49700,"Yuba City, CA",2021-10-31
1377,06,065,0009,88101,2,33.447867,-117.088649,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,59,97.0,Y,59,61,0,3,,,Requested but not yet concurred,7.111864,4.041342,26.8,2020-09-12 00:00,20.6,2020-10-06 00:00,11.9,2020-09-06 00:00,11.3,2020-08-19 00:00,,,,,26.8,20.6,11.9,10.7,8.9,6.4,3.6,Pechanga,"12705 Pechanga Rd., Temecula, CA 92592",California,Riverside,,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31
1384,06,065,0009,88101,1,33.447867,-117.088649,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,323,88.0,Y,323,366,0,0,,,Requested but not yet concurred,6.09257,4.777588,31.4,2020-09-13 00:00,28.8,2020-10-04 00:00,28.5,2020-09-12 00:00,27.7,2020-10-05 00:00,,,,,27.7,22.4,13.2,10.8,8.2,5.2,1.7,Pechanga,"12705 Pechanga Rd., Temecula, CA 92592",California,Riverside,,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31
1391,06,111,3001,88101,3,34.25239,-119.143182,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,366,100.0,Y,366,366,0,0,,,Certified,7.597541,7.091664,58.7,2020-09-15 00:00,56.7,2020-09-14 00:00,44.0,2020-09-13 00:00,35.1,2020-08-21 00:00,,,,,35.1,30.3,19.6,13.5,9.6,6.2,1.7,El Rio-Rio Mesa School #2,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,,37100,"Oxnard-Thousand Oaks-Ventura, CA",2021-10-31
1397,06,027,0002,88101,2,37.360684,-118.330783,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),Events Excluded,55,97.0,Y,59,61,0,1,,,Certified,6.236364,6.605171,31.0,2020-10-06 00:00,27.0,2020-08-31 00:00,23.0,2020-10-24 00:00,21.0,2020-08-25 00:00,,,,,31.0,27.0,23.0,13.0,6.0,4.0,1.0,White Mountain Research Center - Owens Valley Lab,"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",California,Inyo,,13860,"Bishop, CA",2021-10-31
1403,06,027,0002,88101,2,37.360684,-118.330783,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),Events Inclucded,59,97.0,Y,59,61,4,1,,,Certified,10.610169,19.061621,113.0,2020-09-06 00:00,80.0,2020-09-24 00:00,46.0,2020-09-18 00:00,44.0,2020-10-18 00:00,,,,,113.0,80.0,46.0,27.0,9.0,4.0,2.0,White Mountain Research Center - Owens Valley Lab,"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",California,Inyo,,13860,"Bishop, CA",2021-10-31
1409,06,027,0002,88101,2,37.360684,-118.330783,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),Concurred Events Excluded,59,97.0,Y,59,61,4,1,,,Certified,10.610169,19.061621,113.0,2020-09-06 00:00,80.0,2020-09-24 00:00,46.0,2020-09-18 00:00,44.0,2020-10-18 00:00,,,,,113.0,80.0,46.0,27.0,9.0,4.0,2.0,White Mountain Research Center - Owens Valley Lab,"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",California,Inyo,,13860,"Bishop, CA",2021-10-31
1418,06,027,0002,88101,1,37.360684,-118.330783,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Excluded,321,95.0,Y,347,366,0,0,,,Certified,6.175389,8.688296,105.0,2020-09-08 00:00,58.3,2020-10-25 00:00,34.8,2020-10-20 00:00,32.7,2020-09-20 00:00,,,,,32.7,31.2,21.3,9.5,5.7,3.6,1.1,White Mountain Research Center - Owens Valley Lab,"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",California,Inyo,,13860,"Bishop, CA",2021-10-31
1424,06,027,0002,88101,1,37.360684,-118.330783,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Inclucded,347,95.0,Y,347,366,0,0,,,Certified,12.208069,26.336503,196.9,2020-09-06 00:00,194.6,2020-09-23 00:00,172.6,2020-10-19 00:00,146.2,2020-09-25 00:00,,,,,146.2,124.0,58.3,28.2,6.5,4.3,1.7,White Mountain Research Center - Owens Valley Lab,"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",California,Inyo,,13860,"Bishop, CA",2021-10-31
1430,06,027,0002,88101,1,37.360684,-118.330783,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Concurred Events Excluded,347,95.0,Y,347,366,0,0,,,Certified,12.208069,26.336503,196.9,2020-09-06 00:00,194.6,2020-09-23 00:00,172.6,2020-10-19 00:00,146.2,2020-09-25 00:00,,,,,146.2,124.0,58.3,28.2,6.5,4.3,1.7,White Mountain Research Center - Owens Valley Lab,"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",California,Inyo,,13860,"Bishop, CA",2021-10-31
1438,06,019,0500,88101,1,36.985119,-119.658339,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Inclucded,356,97.0,Y,356,366,0,0,,,Certification not required,18.326124,30.191396,199.3,2020-09-16 00:00,184.4,2020-09-17 00:00,172.7,2020-09-14 00:00,149.2,2020-09-15 00:00,,,,,149.2,124.2,90.7,54.5,13.9,7.8,2.2,Table Mountain Air Monitoring Site,Milerton Road and Winchell Cove Road,California,Fresno,,23420,"Fresno, CA",2021-10-31
1447,06,051,0005,88101,4,37.962069,-119.120278,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Excluded,226,68.0,N,250,366,0,0,,,Certified,4.070796,4.454784,35.4,2020-10-21 00:00,24.5,2020-10-13 00:00,21.7,2020-09-12 00:00,20.2,2020-10-22 00:00,,,,,21.7,19.5,12.6,7.0,4.4,2.5,0.4,Lee Vining,"330 Mattly Avenue, LEE VINING, 93541",California,Mono,,,,2021-10-31
1453,06,051,0005,88101,4,37.962069,-119.120278,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Inclucded,250,68.0,N,250,366,0,0,,,Certified,22.846,97.045326,824.1,2020-09-17 00:00,806.3,2020-09-14 00:00,726.9,2020-09-16 00:00,616.9,2020-09-15 00:00,,,,,726.9,224.5,84.7,35.4,5.5,3.0,1.3,Lee Vining,"330 Mattly Avenue, LEE VINING, 93541",California,Mono,,,,2021-10-31
1459,06,051,0005,88101,4,37.962069,-119.120278,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Concurred Events Excluded,250,68.0,N,250,366,0,0,,,Certified,22.846,97.045326,824.1,2020-09-17 00:00,806.3,2020-09-14 00:00,726.9,2020-09-16 00:00,616.9,2020-09-15 00:00,,,,,726.9,224.5,84.7,35.4,5.5,3.0,1.3,Lee Vining,"330 Mattly Avenue, LEE VINING, 93541",California,Mono,,,,2021-10-31
1466,06,019,2009,88101,3,36.634225,-120.382331,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,352,96.0,Y,352,366,0,0,,,Certified,11.520455,19.538323,146.2,2020-08-21 00:00,113.1,2020-08-23 00:00,112.7,2020-08-22 00:00,112.6,2020-09-13 00:00,,,,,112.6,92.5,43.2,20.9,11.2,5.8,1.1,Tranquillity,32650 West Adams Avenue Tranquillity CA 93668,California,Fresno,,23420,"Fresno, CA",2021-10-31
1473,06,047,0003,88101,3,37.281853,-120.433671,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,357,98.0,Y,357,366,0,0,,,Certified,14.890476,16.898284,117.4,2020-09-13 00:00,116.9,2020-08-20 00:00,101.1,2020-08-22 00:00,97.8,2020-08-23 00:00,,,,,97.8,78.3,43.9,27.6,16.6,9.2,4.7,Merced-Coffee,"385 S. COFFEE AVENUE, MERCED, CA 95340",California,Merced,,32900,"Merced, CA",2021-10-31
1480,06,067,5003,88101,3,38.494475,-121.211131,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,362,99.0,Y,362,366,0,0,,,Certified,11.805249,17.037843,126.0,2020-09-13 00:00,124.7,2020-09-11 00:00,117.6,2020-09-12 00:00,97.5,2020-08-22 00:00,,,,,97.5,84.7,39.2,20.5,11.2,7.0,3.2,Sloughhouse,"7250 SLOUGHHOUSE ROAD, SLOUGHHOUSE",California,Sacramento,,40900,"Sacramento--Roseville--Arden-Arcade, CA",2021-10-31
1487,06,087,1005,88101,3,37.06315,-122.083092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,350,96.0,Y,350,366,0,0,,,Certified,11.134286,34.571083,387.8,2020-08-21 00:00,360.8,2020-08-22 00:00,243.9,2020-08-20 00:00,159.5,2020-08-27 00:00,,,,,159.5,88.4,37.9,18.4,7.7,4.0,0.5,San Lorenzo Valley Middle School,"7179 Hacienda Way, Felton CA 95018",California,Santa Cruz,,42100,"Santa Cruz-Watsonville, CA",2021-10-31
1494,06,001,0013,88101,3,37.864767,-122.302741,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,358,98.0,Y,358,366,0,0,,,Certified,11.784078,14.481502,158.2,2020-09-11 00:00,122.1,2020-09-10 00:00,114.7,2020-09-14 00:00,109.0,2020-09-13 00:00,,,,,109.0,33.3,22.8,18.5,13.0,8.7,4.7,Berkeley Aquatic Park,1 Bolivar Dr,California,Alameda,,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31
